usuario,genero,minutos_reproducidos
u00304,Animacion,404
u00305,Accion,417
u00306,Animacion,77
u00307,Documental,1
u00308,Romance,167
u00309,Drama,354
u00310,Accion,140
u00311,Comedia,74
u00312,Romance,498
u00313,Romance,484
u00314,CienciaFiccion,96
u00315,Accion,344
u00316,Romance,411
u00317,Animacion,68
u00318,Terror,43
u00319,Drama,455
u00320,Accion,108
u00321,Animacion,162
u00322,Romance,424
u00323,CienciaFiccion,73
u00324,Documental,402
u00325,CienciaFiccion,146
u00326,Documental,15
u00327,Terror,31
u00328,Romance,340
u00329,Romance,56
u00330,Accion,465
u00331,Accion,17
u00332,Documental,143
u00333,Drama,436
u00334,Animacion,198
u00335,CienciaFiccion,184
u00336,Animacion,216
u00337,Animacion,73
u00338,Comedia,340
u00339,Animacion,130
u00340,Drama,367
u00341,CienciaFiccion,443
u00342,Drama,176
u00343,Animacion,325
u00344,Drama,50
u00345,CienciaFiccion,351
u00346,Accion,171
u00347,Accion,413
u00348,CienciaFiccion,194
u00349,Comedia,66
u00350,CienciaFiccion,398
u00351,Comedia,109
u00352,Terror,168
u00353,Drama,324
u00354,Romance,90
u00355,Romance,32
u00356,Terror,179
u00357,Accion,327
u00358,Comedia,304
u00359,Documental,97
u00360,Drama,22
u00361,Comedia,278
u00362,Drama,169
u00363,Comedia,198
u00364,Animacion,27
u00365,Documental,74
u00366,CienciaFiccion,204
u00367,Terror,83
u00368,Animacion,335
u00369,Romance,441
u00370,Terror,248
u00371,Accion,461
u00372,Accion,473
u00373,Romance,159
u00374,Comedia,380
u00375,Animacion,177
u00376,CienciaFiccion,28
u00377,Comedia,40
u00378,Romance,316
u00379,CienciaFiccion,141
u00380,CienciaFiccion,49
u00381,Comedia,480
u00382,Terror,1
u00383,Animacion,386
u00384,Documental,464
u00385,Romance,18
u00386,CienciaFiccion,380
u00387,Animacion,325
u00388,Documental,60
u00389,Documental,90
u00390,CienciaFiccion,266
u00391,Documental,446
u00392,Documental,413
u00393,Romance,5
u00394,Romance,348
u00395,Accion,497
u00396,Documental,1
u00397,Drama,305
u00398,Drama,83
u00399,Terror,86
u00400,Romance,142
u00401,Terror,157
u00402,Romance,457
u00403,Drama,166
u00404,Animacion,184
u00405,Terror,241
u00406,Drama,477
u00407,CienciaFiccion,429
u00408,Accion,187
u00409,Comedia,62
u00410,CienciaFiccion,234
u00411,Accion,317
u00412,Terror,177
u00413,Terror,244
u00414,Drama,387
u00415,Romance,283
u00416,Romance,42
u00417,Drama,408
u00418,Terror,438
u00419,CienciaFiccion,308
u00420,Documental,393
u00421,Romance,116
u00422,Romance,67
u00423,Documental,148
u00424,Romance,478
u00425,Drama,28
u00426,Comedia,475
u00427,Terror,362
u00428,Accion,40
u00429,Animacion,324
u00430,Romance,392
u00431,Terror,420
u00432,CienciaFiccion,498
u00433,Romance,198
u00434,Animacion,323
u00435,Romance,105
u00436,Documental,60
u00437,Documental,269
u00438,Drama,200
u00439,Accion,416
u00440,Comedia,474
u00441,Romance,123
u00442,Accion,176
u00443,Romance,129
u00444,Animacion,45
u00445,CienciaFiccion,472
u00446,Comedia,178
u00447,Animacion,97
u00448,Drama,226
u00449,Documental,138
u00450,Drama,320
u00451,Animacion,459
u00452,Terror,323
u00453,Accion,193
u00454,Romance,111
u00455,Romance,429
u00456,Accion,79
u00457,Documental,335
u00458,Drama,158
u00459,Animacion,140
u00460,Accion,313
u00461,CienciaFiccion,311
u00462,Drama,84
u00463,Romance,204
u00464,Terror,324
u00465,CienciaFiccion,349
u00466,Drama,484
u00467,Animacion,284
u00468,Documental,363
u00469,Documental,95
u00470,Animacion,385
u00471,Comedia,317
u00472,Animacion,357
u00473,Drama,212
u00474,Comedia,99
u00475,Drama,34
u00476,Terror,312
u00477,Terror,85
u00478,Romance,253
u00479,Documental,423
u00480,Drama,230
u00481,Animacion,8
u00482,Documental,446
u00483,Terror,401
u00484,Romance,320
u00485,CienciaFiccion,377
u00486,Drama,75
u00487,CienciaFiccion,357
u00488,Drama,356
u00489,CienciaFiccion,351
u00490,Animacion,161
u00491,Documental,121
u00492,Accion,273
u00493,Documental,150
u00494,Terror,119
u00495,Drama,167
u00496,Terror,151
u00497,Drama,71
u00498,Documental,434
u00499,CienciaFiccion,384
u00500,CienciaFiccion,484
u00501,Terror,452
u00502,Animacion,154
u00503,Terror,478
u00504,Accion,237
u00505,Drama,152
u00506,Animacion,404
u00507,Drama,5
u00508,Comedia,330
u00509,Animacion,77
u00510,Accion,215
u00511,Animacion,477
u00512,Drama,46
u00513,Accion,392
u00514,Animacion,79
u00515,Accion,404
u00516,Accion,486
u00517,Documental,393
u00518,Animacion,53
u00519,Terror,231
u00520,Terror,128
u00521,Accion,327
u00522,Accion,135
u00523,Animacion,441
u00524,Documental,98
u00525,CienciaFiccion,142
u00526,Romance,344
u00527,Documental,342
u00528,Accion,187
u00529,Romance,125
u00530,Accion,481
u00531,Accion,145
u00532,CienciaFiccion,91
u00533,Accion,124
u00534,CienciaFiccion,194
u00535,Accion,173
u00536,Drama,284
u00537,Accion,266
u00538,Romance,474
u00539,Documental,207
u00540,Romance,391
u00541,CienciaFiccion,386
u00542,CienciaFiccion,102
u00543,Terror,417
u00544,Documental,161
u00545,Animacion,113
u00546,Terror,467
u00547,Terror,258
u00548,Drama,134
u00549,Documental,78
u00550,Drama,277
u00551,Documental,11
u00552,Documental,416
u00553,CienciaFiccion,293
u00554,Comedia,340
u00555,Drama,197
u00556,Terror,106
u00557,Terror,381
u00558,CienciaFiccion,180
u00559,Terror,127
u00560,Drama,422
u00561,Comedia,213
u00562,Animacion,346
u00563,CienciaFiccion,331
u00564,Drama,47
u00565,Comedia,77
u00566,Accion,227
u00567,Drama,426
u00568,CienciaFiccion,218
u00569,Romance,167
u00570,Animacion,330
u00571,Comedia,124
u00572,Animacion,133
u00573,CienciaFiccion,397
u00574,Accion,218
u00575,Drama,213
u00576,Terror,193
u00577,Comedia,117
u00578,CienciaFiccion,363
u00579,Animacion,80
u00580,CienciaFiccion,248
u00581,Accion,342
u00582,Documental,117
u00583,Documental,410
u00584,Animacion,145
u00585,Documental,295
u00586,CienciaFiccion,340
u00587,Comedia,402
u00588,Drama,220
u00589,Documental,33
u00590,CienciaFiccion,78
u00591,Animacion,295
u00592,Drama,107
u00593,Drama,452
u00594,Drama,92
u00595,Romance,421
u00596,Drama,303
u00597,Accion,151
u00598,Drama,206
u00599,CienciaFiccion,444
u00600,CienciaFiccion,91
u00601,Accion,373
u00602,Documental,128
u00603,Animacion,27
u00604,Terror,72
u00605,Comedia,167
u00606,Romance,113
u00607,CienciaFiccion,292
u00608,Accion,255
u00609,Terror,482
u00610,Romance,105
u00611,CienciaFiccion,73
u00612,CienciaFiccion,476
u00613,Drama,89
u00614,CienciaFiccion,493
u00615,Terror,220
u00616,Accion,50
u00617,Drama,334
u00618,Animacion,379
u00619,Animacion,345
u00620,Animacion,116
u00621,Drama,47
u00622,Documental,319
u00623,Drama,392
u00624,Romance,245
u00625,CienciaFiccion,27
u00626,Drama,259
u00627,Documental,469
u00628,Accion,223
u00629,Animacion,461
u00630,Romance,20
u00631,Documental,71
u00632,Accion,259
u00633,CienciaFiccion,126
u00634,Documental,214
u00635,Animacion,500
u00636,Comedia,356
u00637,Animacion,146
u00638,Documental,445
u00639,Drama,346
u00640,Drama,76
u00641,Terror,36
u00642,Accion,18
u00643,CienciaFiccion,436
u00644,Terror,38
u00645,CienciaFiccion,275
u00646,Accion,328
u00647,Accion,384
u00648,Documental,452
u00649,Documental,18
u00650,Drama,295
u00651,Animacion,174
u00652,Comedia,395
u00653,Terror,97
u00654,Terror,81
u00655,Accion,456
u00656,Animacion,3
u00657,Drama,461
u00658,Comedia,297
u00659,Documental,94
u00660,Romance,160
u00661,Drama,202
u00662,Drama,67
u00663,Comedia,340
u00664,Comedia,498
u00665,Terror,18
u00666,Animacion,162
u00667,Animacion,479
u00668,CienciaFiccion,91
u00669,Comedia,170
u00670,CienciaFiccion,427
u00671,CienciaFiccion,20
u00672,Accion,71
u00673,CienciaFiccion,493
u00674,Comedia,66
u00675,Terror,494
u00676,Romance,20
u00677,Terror,317
u00678,Comedia,57
u00679,Drama,335
u00680,Documental,23
u00681,Drama,154
u00682,Romance,289
u00683,Accion,122
u00684,Terror,16
u00685,Animacion,135
u00686,Terror,214
u00687,Accion,70
u00688,Accion,421
u00689,Drama,141
u00690,Animacion,253
u00691,Terror,116
u00692,Terror,232
u00693,Documental,130
u00694,CienciaFiccion,187
u00695,Comedia,38
u00696,Terror,254
u00697,Romance,358
u00698,Terror,213
u00699,Comedia,471
u00700,Documental,488
u00701,Terror,110
u00702,Documental,345
u00703,Comedia,305
u00704,Comedia,493
u00705,CienciaFiccion,230
u00706,Terror,449
u00707,Animacion,286
u00708,Comedia,483
u00709,Romance,236
u00710,Comedia,37
u00711,Comedia,91
u00712,Romance,58
u00713,CienciaFiccion,447
u00714,Romance,160
u00715,CienciaFiccion,332
u00716,Animacion,3
u00717,Documental,186
u00718,Romance,113
u00719,Drama,473
u00720,Comedia,122
u00721,Documental,5
u00722,CienciaFiccion,332
u00723,CienciaFiccion,174
u00724,Romance,304
u00725,Romance,490
u00726,CienciaFiccion,399
u00727,Documental,128
u00728,CienciaFiccion,379
u00729,Animacion,313
u00730,Documental,371
u00731,Terror,47
u00732,Drama,381
u00733,CienciaFiccion,61
u00734,CienciaFiccion,308
u00735,Drama,493
u00736,CienciaFiccion,423
u00737,Comedia,27
u00738,Accion,67
u00739,Terror,320
u00740,Terror,234
u00741,CienciaFiccion,141
u00742,Comedia,419
u00743,Romance,414
u00744,Documental,150
u00745,CienciaFiccion,37
u00746,Drama,205
u00747,Accion,419
u00748,Documental,180
u00749,Documental,179
u00750,Drama,284
u00751,Romance,223
u00752,Comedia,143
u00753,Documental,457
u00754,Documental,423
u00755,Accion,23
u00756,Comedia,160
u00757,Comedia,471
u00758,Terror,319
u00759,Drama,51
u00760,Animacion,339
u00761,Terror,248
u00762,CienciaFiccion,325
u00763,Drama,352
u00764,Animacion,249
u00765,Animacion,194
u00766,Terror,98
u00767,CienciaFiccion,403
u00768,Romance,209
u00769,Documental,164
u00770,Animacion,15
u00771,Romance,227
u00772,Accion,411
u00773,Animacion,221
u00774,Comedia,321
u00775,Terror,234
u00776,Drama,206
u00777,Drama,346
u00778,Documental,317
u00779,Drama,441
u00780,Drama,500
u00781,CienciaFiccion,281
u00782,Documental,347
u00783,Documental,444
u00784,Comedia,95
u00785,Documental,278
u00786,Animacion,248
u00787,Accion,291
u00788,Accion,178
u00789,Documental,49
u00790,Comedia,237
u00791,Accion,128
u00792,CienciaFiccion,428
u00793,Comedia,17
u00794,Accion,373
u00795,Documental,342
u00796,Documental,30
u00797,Documental,71
u00798,Drama,490
u00799,Romance,41
u00800,Animacion,278
u00801,Comedia,354
u00802,CienciaFiccion,105
u00803,Romance,72
u00804,Animacion,106
u00805,Comedia,327
u00806,Documental,15
u00807,Drama,100
u00808,Accion,312
u00809,Animacion,330
u00810,Animacion,28
u00811,Accion,496
u00812,Drama,391
u00813,Terror,483
u00814,Drama,278
u00815,Comedia,321
u00816,Accion,33
u00817,CienciaFiccion,264
u00818,Terror,269
u00819,Documental,10
u00820,Drama,202
u00821,Drama,498
u00822,Terror,232
u00823,Documental,343
u00824,Comedia,153
u00825,Terror,375
u00826,Documental,413
u00827,Terror,452
u00828,Terror,187
u00829,Accion,365
u00830,Accion,282
u00831,CienciaFiccion,53
u00832,Comedia,12
u00833,Documental,294
u00834,CienciaFiccion,223
u00835,Documental,34
u00836,Accion,289
u00837,Comedia,426
u00838,Drama,224
u00839,Comedia,46
u00840,Comedia,371
u00841,Terror,285
u00842,Documental,229
u00843,Accion,373
u00844,Romance,234
u00845,CienciaFiccion,166
u00846,Terror,376
u00847,Romance,13
u00848,Animacion,362
u00849,Drama,38
u00850,Accion,386
u00851,CienciaFiccion,97
u00852,CienciaFiccion,72
u00853,Documental,490
u00854,Terror,362
u00855,Comedia,428
u00856,Accion,448
u00857,Accion,13
u00858,Accion,303
u00859,Drama,76
u00860,Drama,132
u00861,Documental,500
u00862,Documental,41
u00863,Animacion,271
u00864,Animacion,18
u00865,Documental,187
u00866,Terror,372
u00867,Animacion,355
u00868,Animacion,426
u00869,Terror,479
u00870,Drama,167
u00871,Drama,401
u00872,Comedia,321
u00873,Animacion,381
u00874,Drama,379
u00875,CienciaFiccion,307
u00876,Drama,495
u00877,Accion,407
u00878,Romance,317
u00879,Documental,231
u00880,CienciaFiccion,486
u00881,Terror,227
u00882,Comedia,450
u00883,CienciaFiccion,112
u00884,Comedia,149
u00885,CienciaFiccion,232
u00886,Terror,474
u00887,Documental,44
u00888,Romance,496
u00889,Animacion,362
u00890,Terror,150
u00891,Animacion,336
u00892,Romance,379
u00893,Romance,216
u00894,CienciaFiccion,416
u00895,Accion,286
u00896,Accion,452
u00897,Documental,462
u00898,Drama,78
u00899,CienciaFiccion,210
u00900,Romance,43
u00901,CienciaFiccion,249
u00902,CienciaFiccion,276
u00903,Documental,97
u00904,Documental,109
u00905,Terror,250
u00906,Drama,181
u00907,Drama,167
u00908,CienciaFiccion,492
u00909,Romance,20
u00910,Accion,339
u00911,Accion,491
u00912,Animacion,390
u00913,Accion,203
u00914,CienciaFiccion,377
u00915,Accion,428
u00916,Drama,386
u00917,Romance,233
u00918,Animacion,103
u00919,Romance,359
u00920,Drama,288
u00921,CienciaFiccion,457
u00922,Terror,215
u00923,Animacion,94
u00924,Romance,347
u00925,Comedia,17
u00926,Comedia,26
u00927,Drama,8
u00928,Documental,427
u00929,Comedia,81
u00930,Comedia,132
u00931,Romance,380
u00932,CienciaFiccion,313
u00933,Drama,135
u00934,Terror,11
u00935,Terror,101
u00936,Terror,33
u00937,CienciaFiccion,201
u00938,Terror,490
u00939,CienciaFiccion,373
u00940,Accion,355
u00941,Accion,107
u00942,Terror,125
u00943,Accion,182
u00944,Romance,311
u00945,Animacion,387
u00946,Romance,454
u00947,Drama,309
u00948,Comedia,77
u00949,Romance,487
u00950,Terror,281
u00951,Romance,318
u00952,Comedia,191
u00953,Documental,85
u00954,Comedia,30
u00955,Documental,169
u00956,Animacion,20
u00957,Documental,434
u00958,Drama,195
u00959,Romance,418
u00960,CienciaFiccion,408
u00961,Drama,334
u00962,Comedia,346
u00963,Animacion,156
u00964,Romance,58
u00965,CienciaFiccion,163
u00966,Drama,92
u00967,Terror,441
u00968,Accion,37
u00969,Terror,499
u00970,Accion,153
u00971,Romance,232
u00972,Romance,449
u00973,Animacion,189
u00974,Accion,432
u00975,Romance,480
u00976,Terror,452
u00977,CienciaFiccion,353
u00978,Animacion,287
u00979,Comedia,125
u00980,Animacion,140
u00981,Accion,74
u00982,Animacion,151
u00983,CienciaFiccion,150
u00984,Terror,159
u00985,Drama,222
u00986,Documental,98
u00987,Drama,410
u00988,Animacion,223
u00989,CienciaFiccion,50
u00990,Comedia,18
u00991,Accion,293
u00992,Romance,407
u00993,Documental,429
u00994,Terror,472
u00995,Animacion,408
u00996,Terror,242
u00997,Romance,137
u00998,Terror,114
u00999,Drama,291
u01000,CienciaFiccion,78
u01001,Documental,69
u01002,Documental,163
u01003,Documental,491
u01004,Romance,35
u01005,Comedia,330
u01006,Comedia,166
u01007,Terror,251
u01008,Terror,41
u01009,Comedia,325
u01010,Drama,20
u01011,Documental,27
u01012,Drama,149
u01013,Terror,15
u01014,Animacion,61
u01015,Animacion,204
u01016,Drama,157
u01017,Terror,56
u01018,Comedia,67
u01019,CienciaFiccion,48
u01020,Romance,466
u01021,Accion,425
u01022,Comedia,450
u01023,CienciaFiccion,351
u01024,Documental,74
u01025,Animacion,451
u01026,Animacion,447
u01027,Animacion,353
u01028,Documental,191
u01029,Romance,320
u01030,Drama,267
u01031,Romance,330
u01032,Romance,389
u01033,Animacion,438
u01034,Animacion,116
u01035,Comedia,357
u01036,Accion,235
u01037,Drama,297
u01038,Terror,224
u01039,Documental,96
u01040,Comedia,325
u01041,Terror,421
u01042,Animacion,190
u01043,Accion,409
u01044,Comedia,295
u01045,Accion,97
u01046,Drama,369
u01047,Accion,38
u01048,CienciaFiccion,372
u01049,CienciaFiccion,243
u01050,Animacion,339
u01051,Romance,28
u01052,Accion,243
u01053,Terror,298
u01054,Romance,205
u01055,Romance,153
u01056,Accion,16
u01057,Comedia,182
u01058,Romance,308
u01059,Accion,346
u01060,Animacion,100
u01061,Comedia,175
u01062,Accion,345
u01063,Terror,188
u01064,Animacion,390
u01065,Romance,248
u01066,Terror,244
u01067,Drama,358
u01068,CienciaFiccion,256
u01069,Comedia,370
u01070,Animacion,473
u01071,Animacion,246
u01072,Terror,90
u01073,Comedia,360
u01074,CienciaFiccion,128
u01075,Documental,192
u01076,Drama,339
u01077,Documental,163
u01078,CienciaFiccion,366
u01079,Romance,420
u01080,Accion,369
u01081,CienciaFiccion,235
u01082,Terror,405
u01083,Terror,205
u01084,Animacion,5
u01085,CienciaFiccion,362
u01086,Accion,80
u01087,Animacion,30
u01088,Romance,54
u01089,Drama,428
u01090,Terror,436
u01091,Terror,390
u01092,Romance,257
u01093,Documental,31
u01094,Animacion,96
u01095,Romance,341
u01096,Romance,151
u01097,CienciaFiccion,80
u01098,Comedia,476
u01099,Comedia,75
u01100,Animacion,305
u01101,CienciaFiccion,426
u01102,Animacion,234
u01103,Accion,91
u01104,Accion,132
u01105,Animacion,465
u01106,Accion,3
u01107,Comedia,156
u01108,Animacion,451
u01109,Romance,364
u01110,Comedia,363
u01111,CienciaFiccion,167
u01112,Terror,290
u01113,Accion,344
u01114,Accion,481
u01115,Accion,355
u01116,Romance,455
u01117,Terror,281
u01118,Drama,142
u01119,Romance,306
u01120,Comedia,481
u01121,Accion,280
u01122,CienciaFiccion,448
u01123,Drama,29
u01124,CienciaFiccion,248
u01125,CienciaFiccion,253
u01126,CienciaFiccion,480
u01127,Documental,5
u01128,Terror,144
u01129,Terror,425
u01130,CienciaFiccion,70
u01131,Romance,492
u01132,Terror,447
u01133,CienciaFiccion,128
u01134,Documental,475
u01135,Animacion,229
u01136,Animacion,224
u01137,Drama,400
u01138,Romance,351
u01139,Romance,320
u01140,Accion,495
u01141,Romance,468
u01142,Romance,91
u01143,CienciaFiccion,465
u01144,Romance,16
u01145,Accion,182
u01146,Romance,127
u01147,Terror,486
u01148,Terror,245
u01149,Documental,389
u01150,CienciaFiccion,159
u01151,Documental,492
u01152,CienciaFiccion,164
u01153,Drama,172
u01154,Animacion,4
u01155,Romance,267
u01156,Comedia,196
u01157,Accion,299
u01158,Animacion,67
u01159,Romance,285
u01160,Comedia,310
u01161,Terror,403
u01162,Terror,219
u01163,Drama,495
u01164,Comedia,345
u01165,Terror,215
u01166,Romance,449
u01167,Accion,418
u01168,Romance,220
u01169,CienciaFiccion,188
u01170,Terror,431
u01171,Animacion,240
u01172,Terror,214
u01173,CienciaFiccion,188
u01174,Accion,328
u01175,Terror,17
u01176,Drama,122
u01177,Drama,261
u01178,Comedia,324
u01179,Accion,489
u01180,Animacion,143
u01181,Accion,164
u01182,Accion,346
u01183,Romance,23
u01184,Terror,407
u01185,Terror,384
u01186,Animacion,190
u01187,Terror,11
u01188,Comedia,115
u01189,Drama,236
u01190,Comedia,137
u01191,Romance,414
u01192,Animacion,321
u01193,CienciaFiccion,298
u01194,CienciaFiccion,161
u01195,Drama,55
u01196,Accion,262
u01197,Terror,8
u01198,Animacion,350
u01199,CienciaFiccion,407
u01200,Romance,159
u01201,Animacion,408
u01202,Drama,325
u01203,Romance,240
u01204,Terror,355
u01205,Accion,145
u01206,Romance,317
u01207,CienciaFiccion,127
u01208,Comedia,147
u01209,Romance,202
u01210,Drama,230
u01211,CienciaFiccion,57
u01212,Documental,367
u01213,CienciaFiccion,428
u01214,CienciaFiccion,85
u01215,Documental,253
u01216,Terror,71
u01217,Documental,281
u01218,Animacion,37
u01219,Documental,473
u01220,Terror,437
u01221,CienciaFiccion,408
u01222,Comedia,92
u01223,Documental,157
u01224,Drama,55
u01225,Documental,316
u01226,Romance,66
u01227,Terror,307
u01228,CienciaFiccion,80
u01229,Accion,254
u01230,Accion,371
u01231,CienciaFiccion,444
u01232,Accion,293
u01233,CienciaFiccion,329
u01234,CienciaFiccion,111
u01235,Romance,3
u01236,Comedia,476
u01237,Romance,308
u01238,Accion,183
u01239,Romance,130
u01240,Documental,444
u01241,Romance,309
u01242,Drama,395
u01243,Drama,340
u01244,Accion,457
u01245,Romance,106
u01246,CienciaFiccion,84
u01247,Terror,243
u01248,Documental,208
u01249,CienciaFiccion,362
u01250,Terror,43
u01251,Drama,427
u01252,Accion,311
u01253,CienciaFiccion,99
u01254,Accion,264
u01255,Animacion,139
u01256,Documental,7
u01257,Drama,482
u01258,Comedia,198
u01259,Romance,161
u01260,CienciaFiccion,218
u01261,Accion,173
u01262,CienciaFiccion,322
u01263,Accion,230
u01264,Comedia,231
u01265,Animacion,497
u01266,Animacion,329
u01267,Documental,270
u01268,Terror,91
u01269,Animacion,439
u01270,Comedia,147
u01271,Accion,311
u01272,Romance,360
u01273,Terror,420
u01274,Comedia,154
u01275,Drama,37
u01276,Drama,101
u01277,Documental,268
u01278,Animacion,308
u01279,Romance,413
u01280,Terror,144
